country,Year,obs_value,indicator,sex,GDP per capita (constant 2015 US$),GNI (current US$),"Population, total","Hospital beds (per 1,000 people)","Life expectancy at birth, total (years)","Birth rate, crude (per 1,000 people)","Inflation, consumer prices (annual %)",Military expenditure (% of GDP)
Peru,2016,90.3,Egg and/or flesh foods consumption (6-23months),Female,6392.254749,183940620942.67,30866494.0,1.62,75.789,18.5,3.557176636,1.321908399
Peru,2017,90.2,Egg and/or flesh foods consumption (6-23months),Female,6457.419403,201299928108.92,31324637.0,1.62,75.879,18.269,2.994900458,1.26523967
Peru,2018,91.7,Egg and/or flesh foods consumption (6-23months),Female,6593.144375,211617892395.28,31897584.0,1.59,76.009,18.092,1.50915423,1.18979117011669
Peru,2019,92.2,Egg and/or flesh foods consumption (6-23months),Female,6626.260835,220088217727.99,32449303.0,1.58,76.156,18.042,2.252121914,1.205891462
Peru,2020,90.6,Egg and/or flesh foods consumption (6-23months),Female,5831.830248,196052808902.93,32838579.0,1.64,73.665,17.833,2.002412058,1.314865542
Peru,2021,89.7,Egg and/or flesh foods consumption (6-23months),Female,6547.420069,208856003550.01,33155882.0,1.6,72.377,17.622,4.271663815,1.17822221
Peru,2022,90.7,Egg and/or flesh foods consumption (6-23months),Female,6661.664969,229767512928.33,33475438.0,,73.385,17.376,8.333706301,1.153179052
Peru,2007,82.1,Egg and/or flesh foods consumption (6-23months),Male,4407.791217,94276765739.85,28530699.0,1.2,73.223,22.026,1.779986447,1.303938254
Peru,2009,83.8,Egg and/or flesh foods consumption (6-23months),Male,4801.171537,113307549299.52,28896811.0,1.6,73.466,21.417,2.936231536,1.529625724
Peru,2010,84.7,Egg and/or flesh foods consumption (6-23months),Male,5167.392593,136691650811.91,29086019.0,1.5,73.711,21.066,1.528320597,1.476972039
Peru,2011,84.2,Egg and/or flesh foods consumption (6-23months),Male,5453.457187,159083185069.53,29304086.0,1.54,74.133,20.75,3.369310953,1.371183055
Peru,2012,87.4,Egg and/or flesh foods consumption (6-23months),Male,5740.043463,180517336685.89,29550366.0,1.54,74.544,20.225,3.611212949,1.483512793
Peru,2014,87.8,Egg and/or flesh foods consumption (6-23months),Male,6103.918647,191695514405.55,30115826.0,1.59,75.333,19.248,3.411945798,1.602487622
Peru,2015,89.7,Egg and/or flesh foods consumption (6-23months),Male,6231.711503,183303872361.82,30457600.0,1.58,75.621,18.808,3.398091947,1.745080549
Peru,2016,88.8,Egg and/or flesh foods consumption (6-23months),Male,6392.254749,183940620942.67,30866494.0,1.62,75.789,18.5,3.557176636,1.321908399
Peru,2017,90.0,Egg and/or flesh foods consumption (6-23months),Male,6457.419403,201299928108.92,31324637.0,1.62,75.879,18.269,2.994900458,1.26523967
Peru,2018,90.0,Egg and/or flesh foods consumption (6-23months),Male,6593.144375,211617892395.28,31897584.0,1.59,76.009,18.092,1.50915423,1.18979117011669
Peru,2019,91.1,Egg and/or flesh foods consumption (6-23months),Male,6626.260835,220088217727.99,32449303.0,1.58,76.156,18.042,2.252121914,1.205891462
Peru,2020,91.3,Egg and/or flesh foods consumption (6-23months),Male,5831.830248,196052808902.93,32838579.0,1.64,73.665,17.833,2.002412058,1.314865542
Peru,2021,90.2,Egg and/or flesh foods consumption (6-23months),Male,6547.420069,208856003550.01,33155882.0,1.6,72.377,17.622,4.271663815,1.17822221
Peru,2022,90.1,Egg and/or flesh foods consumption (6-23months),Male,6661.664969,229767512928.33,33475438.0,,73.385,17.376,8.333706301,1.153179052
Peru,2007,81.2,Egg and/or flesh foods consumption (6-23months),Total,4407.791217,94276765739.85,28530699.0,1.2,73.223,22.026,1.779986447,1.303938254
Peru,2009,82.7,Egg and/or flesh foods consumption (6-23months),Total,4801.171537,113307549299.52,28896811.0,1.6,73.466,21.417,2.936231536,1.529625724
Peru,2010,85.4,Egg and/or flesh foods consumption (6-23months),Total,5167.392593,136691650811.91,29086019.0,1.5,73.711,21.066,1.528320597,1.476972039
Peru,2011,84.8,Egg and/or flesh foods consumption (6-23months),Total,5453.457187,159083185069.53,29304086.0,1.54,74.133,20.75,3.369310953,1.371183055
Peru,2012,85.7,Egg and/or flesh foods consumption (6-23months),Total,5740.043463,180517336685.89,29550366.0,1.54,74.544,20.225,3.611212949,1.483512793
Peru,2014,88.3,Egg and/or flesh foods consumption (6-23months),Total,6103.918647,191695514405.55,30115826.0,1.59,75.333,19.248,3.411945798,1.602487622
Peru,2015,89.7,Egg and/or flesh foods consumption (6-23months),Total,6231.711503,183303872361.82,30457600.0,1.58,75.621,18.808,3.398091947,1.745080549
Peru,2016,89.5,Egg and/or flesh foods consumption (6-23months),Total,6392.254749,183940620942.67,30866494.0,1.62,75.789,18.5,3.557176636,1.321908399
Peru,2017,90.1,Egg and/or flesh foods consumption (6-23months),Total,6457.419403,201299928108.92,31324637.0,1.62,75.879,18.269,2.994900458,1.26523967
Peru,2018,90.8,Egg and/or flesh foods consumption (6-23months),Total,6593.144375,211617892395.28,31897584.0,1.59,76.009,18.092,1.50915423,1.18979117011669
Peru,2019,91.7,Egg and/or flesh foods consumption (6-23months),Total,6626.260835,220088217727.99,32449303.0,1.58,76.156,18.042,2.252121914,1.205891462
Peru,2020,90.9,Egg and/or flesh foods consumption (6-23months),Total,5831.830248,196052808902.93,32838579.0,1.64,73.665,17.833,2.002412058,1.314865542
Peru,2021,89.9,Egg and/or flesh foods consumption (6-23months),Total,6547.420069,208856003550.01,33155882.0,1.6,72.377,17.622,4.271663815,1.17822221
Peru,2022,90.4,Egg and/or flesh foods consumption (6-23months),Total,6661.664969,229767512928.33,33475438.0,,73.385,17.376,8.333706301,1.153179052
Philippines,2008,74.9,Egg and/or flesh foods consumption (6-23months),Female,2264.946291,198638894707.0,92699095.0,1.54,70.564,26.357,8.260447036,1.250329088
Philippines,2022,64.7,Egg and/or flesh foods consumption (6-23months),Female,3577.701366,428113122133.86,113964338.0,,72.187,21.618,5.821158112,1.316526153
Philippines,2008,75.5,Egg and/or flesh foods consumption (6-23months),Male,2264.946291,198638894707.0,92699095.0,1.54,70.564,26.357,8.260447036,1.250329088
Philippines,2022,60.3,Egg and/or flesh foods consumption (6-23months),Male,3577.701366,428113122133.86,113964338.0,,72.187,21.618,5.821158112,1.316526153
Philippines,2008,75.2,Egg and/or flesh foods consumption (6-23months),Total,2264.946291,198638894707.0,92699095.0,1.54,70.564,26.357,8.260447036,1.250329088
Philippines,2022,62.5,Egg and/or flesh foods consumption (6-23months),Total,3577.701366,428113122133.86,113964338.0,,72.187,21.618,5.821158112,1.316526153
"Moldova, Republic of",2005,74.7,Egg and/or flesh foods consumption (6-23months),Female,1919.445508,3392185084.87,2888985.0,5.74,68.169,12.607,11.95918372,0.400235101
"Moldova, Republic of",2005,76.6,Egg and/or flesh foods consumption (6-23months),Male,1919.445508,3392185084.87,2888985.0,5.74,68.169,12.607,11.95918372,0.400235101
"Moldova, Republic of",2005,75.7,Egg and/or flesh foods consumption (6-23months),Total,1919.445508,3392185084.87,2888985.0,5.74,68.169,12.607,11.95918372,0.400235101
Rwanda,2010,21.0,Egg and/or flesh foods consumption (6-23months),Female,583.3713808,6073490473.92,10317553.0,0.74,62.54,34.836,-0.246128693,1.216792682
Rwanda,2015,19.8,Egg and/or flesh foods consumption (6-23months),Female,733.998585,8381415487.96,11640022.0,0.74,65.298,31.833,2.528502842,1.213694733
Rwanda,2018,17.7,Egg and/or flesh foods consumption (6-23months),Female,817.5783873,9290176578.87,12487996.0,0.72,66.251,31.158,-0.31121016,1.235147023
Rwanda,2020,22.4,Egg and/or flesh foods consumption (6-23months),Female,826.3912572,9937664507.81,13065837.0,0.74,66.774,30.309,9.850399023,1.473869321
Rwanda,2010,19.1,Egg and/or flesh foods consumption (6-23months),Male,583.3713808,6073490473.92,10317553.0,0.74,62.54,34.836,-0.246128693,1.216792682
Rwanda,2015,20.7,Egg and/or flesh foods consumption (6-23months),Male,733.998585,8381415487.96,11640022.0,0.74,65.298,31.833,2.528502842,1.213694733
Rwanda,2018,17.3,Egg and/or flesh foods consumption (6-23months),Male,817.5783873,9290176578.87,12487996.0,0.72,66.251,31.158,-0.31121016,1.235147023
Rwanda,2020,24.9,Egg and/or flesh foods consumption (6-23months),Male,826.3912572,9937664507.81,13065837.0,0.74,66.774,30.309,9.850399023,1.473869321
Rwanda,2010,20.1,Egg and/or flesh foods consumption (6-23months),Total,583.3713808,6073490473.92,10317553.0,0.74,62.54,34.836,-0.246128693,1.216792682
Rwanda,2015,20.3,Egg and/or flesh foods consumption (6-23months),Total,733.998585,8381415487.96,11640022.0,0.74,65.298,31.833,2.528502842,1.213694733
Rwanda,2018,17.5,Egg and/or flesh foods consumption (6-23months),Total,817.5783873,9290176578.87,12487996.0,0.72,66.251,31.158,-0.31121016,1.235147023
Rwanda,2020,23.6,Egg and/or flesh foods consumption (6-23months),Total,826.3912572,9937664507.81,13065837.0,0.74,66.774,30.309,9.850399023,1.473869321
Samoa,2019,51.0,Egg and/or flesh foods consumption (6-23months),Female,4466.080755,877132815.61,209780.0,,72.157,27.895,0.98232657,
Samoa,2019,55.3,Egg and/or flesh foods consumption (6-23months),Male,4466.080755,877132815.61,209780.0,,72.157,27.895,0.98232657,
Samoa,2019,53.2,Egg and/or flesh foods consumption (6-23months),Total,4466.080755,877132815.61,209780.0,,72.157,27.895,0.98232657,
Sao Tome and Principe,2008,77.9,Egg and/or flesh foods consumption (6-23months),Female,1214.141147,187949229.96,173793.0,,65.079,37.81,31.99010395,
Sao Tome and Principe,2014,74.1,Egg and/or flesh foods consumption (6-23months),Female,1301.321464,301248736.15,196767.0,,66.845,34.032,6.99849944,
Sao Tome and Principe,2019,61.1,Egg and/or flesh foods consumption (6-23months),Female,1420.660083,412519347.9,213392.0,2.89,68.523,28.917,7.720245252,
Sao Tome and Principe,2008,80.9,Egg and/or flesh foods consumption (6-23months),Male,1214.141147,187949229.96,173793.0,,65.079,37.81,31.99010395,
Sao Tome and Principe,2014,73.5,Egg and/or flesh foods consumption (6-23months),Male,1301.321464,301248736.15,196767.0,,66.845,34.032,6.99849944,
Sao Tome and Principe,2019,72.4,Egg and/or flesh foods consumption (6-23months),Male,1420.660083,412519347.9,213392.0,2.89,68.523,28.917,7.720245252,
Sao Tome and Principe,2008,79.5,Egg and/or flesh foods consumption (6-23months),Total,1214.141147,187949229.96,173793.0,,65.079,37.81,31.99010395,
Sao Tome and Principe,2014,73.8,Egg and/or flesh foods consumption (6-23months),Total,1301.321464,301248736.15,196767.0,,66.845,34.032,6.99849944,
Sao Tome and Principe,2019,66.9,Egg and/or flesh foods consumption (6-23months),Total,1420.660083,412519347.9,213392.0,2.89,68.523,28.917,7.720245252,
Senegal,2011,48.0,Egg and/or flesh foods consumption (6-23months),Female,1139.744479,17532438785.72,12958897.0,,65.262,37.502,3.403228298,1.29386016
Senegal,2013,48.0,Egg and/or flesh foods consumption (6-23months),Female,1147.385922,18595820748.99,13710849.0,,66.072,36.817,0.710245487,1.251701256
Senegal,2014,50.4,Egg and/or flesh foods consumption (6-23months),Female,1180.798711,19408861677.05,14152102.0,,66.452,36.322,-1.090255074,1.213366003
Senegal,2015,46.3,Egg and/or flesh foods consumption (6-23months),Female,1218.006136,17312461398.56,14593331.0,0.69,66.879,35.357,0.135211934,1.209099171
Senegal,2016,39.0,Egg and/or flesh foods consumption (6-23months),Female,1257.409069,18541862786.77,15034521.0,0.73,67.497,34.673,0.837284943,1.602097454
Senegal,2017,41.4,Egg and/or flesh foods consumption (6-23months),Female,1312.109328,20409580182.44,15475002.0,,67.75,34.224,1.318153148,1.471062517
Senegal,2018,46.0,Egg and/or flesh foods consumption (6-23months),Female,1355.096109,22515158389.22,15914498.0,,68.097,33.955,0.460985642,1.666927568
Senegal,2019,47.1,Egg and/or flesh foods consumption (6-23months),Female,1379.608752,22793623628.47,16352922.0,0.73,68.526,33.47,1.760111512,1.524737106
Senegal,2011,47.6,Egg and/or flesh foods consumption (6-23months),Male,1139.744479,17532438785.72,12958897.0,,65.262,37.502,3.403228298,1.29386016
Senegal,2013,42.0,Egg and/or flesh foods consumption (6-23months),Male,1147.385922,18595820748.99,13710849.0,,66.072,36.817,0.710245487,1.251701256
Senegal,2014,46.9,Egg and/or flesh foods consumption (6-23months),Male,1180.798711,19408861677.05,14152102.0,,66.452,36.322,-1.090255074,1.213366003
Senegal,2015,45.3,Egg and/or flesh foods consumption (6-23months),Male,1218.006136,17312461398.56,14593331.0,0.69,66.879,35.357,0.135211934,1.209099171
Senegal,2016,39.3,Egg and/or flesh foods consumption (6-23months),Male,1257.409069,18541862786.77,15034521.0,0.73,67.497,34.673,0.837284943,1.602097454
Senegal,2017,43.8,Egg and/or flesh foods consumption (6-23months),Male,1312.109328,20409580182.44,15475002.0,,67.75,34.224,1.318153148,1.471062517
Senegal,2018,45.8,Egg and/or flesh foods consumption (6-23months),Male,1355.096109,22515158389.22,15914498.0,,68.097,33.955,0.460985642,1.666927568
Senegal,2019,44.5,Egg and/or flesh foods consumption (6-23months),Male,1379.608752,22793623628.47,16352922.0,0.73,68.526,33.47,1.760111512,1.524737106
Senegal,2011,47.8,Egg and/or flesh foods consumption (6-23months),Total,1139.744479,17532438785.72,12958897.0,,65.262,37.502,3.403228298,1.29386016
Senegal,2013,45.1,Egg and/or flesh foods consumption (6-23months),Total,1147.385922,18595820748.99,13710849.0,,66.072,36.817,0.710245487,1.251701256
Senegal,2014,48.7,Egg and/or flesh foods consumption (6-23months),Total,1180.798711,19408861677.05,14152102.0,,66.452,36.322,-1.090255074,1.213366003
Senegal,2015,45.8,Egg and/or flesh foods consumption (6-23months),Total,1218.006136,17312461398.56,14593331.0,0.69,66.879,35.357,0.135211934,1.209099171
Senegal,2016,39.1,Egg and/or flesh foods consumption (6-23months),Total,1257.409069,18541862786.77,15034521.0,0.73,67.497,34.673,0.837284943,1.602097454
Senegal,2017,42.6,Egg and/or flesh foods consumption (6-23months),Total,1312.109328,20409580182.44,15475002.0,,67.75,34.224,1.318153148,1.471062517
Senegal,2018,45.9,Egg and/or flesh foods consumption (6-23months),Total,1355.096109,22515158389.22,15914498.0,,68.097,33.955,0.460985642,1.666927568
Senegal,2019,45.8,Egg and/or flesh foods consumption (6-23months),Total,1379.608752,22793623628.47,16352922.0,0.73,68.526,33.47,1.760111512,1.524737106
Serbia,2014,85.7,Egg and/or flesh foods consumption (6-23months),Female,5716.540478,47332816794.21,7131787.0,5.22,75.33658537,9.3,2.08244793880154,1.940768764
Serbia,2019,90.2,Egg and/or flesh foods consumption (6-23months),Female,6870.757464,51089361866.01,6945235.0,5.34,75.93658537,9.3,1.849229845,2.526470748
Serbia,2014,90.7,Egg and/or flesh foods consumption (6-23months),Male,5716.540478,47332816794.21,7131787.0,5.22,75.33658537,9.3,2.08244793880154,1.940768764
Serbia,2019,92.2,Egg and/or flesh foods consumption (6-23months),Male,6870.757464,51089361866.01,6945235.0,5.34,75.93658537,9.3,1.849229845,2.526470748
Serbia,2014,88.3,Egg and/or flesh foods consumption (6-23months),Total,5716.540478,47332816794.21,7131787.0,5.22,75.33658537,9.3,2.08244793880154,1.940768764
Serbia,2019,91.4,Egg and/or flesh foods consumption (6-23months),Total,6870.757464,51089361866.01,6945235.0,5.34,75.93658537,9.3,1.849229845,2.526470748
Sierra Leone,2008,51.1,Egg and/or flesh foods consumption (6-23months),Female,834.0321317,3612680466.14,5894722.0,,51.526,40.324,8.211124323,0.943706279
Sierra Leone,2013,32.7,Egg and/or flesh foods consumption (6-23months),Female,1191.694332,7696661903.44,6714051.0,,56.313,36.473,5.52412878,0.643965907
Sierra Leone,2017,47.8,Egg and/or flesh foods consumption (6-23months),Female,994.5827426,5718813430.74,7379299.0,,58.652,33.568,18.2215094,1.093816897
Sierra Leone,2019,54.2,Egg and/or flesh foods consumption (6-23months),Female,1036.227067,6453832475.36,7731991.0,,60.255,32.549,14.80499909,0.672477268
Sierra Leone,2021,45.3,Egg and/or flesh foods consumption (6-23months),Female,1035.037775,7095115114.1,8094602.0,,60.062,31.36,11.87395888,0.609065851
Sierra Leone,2008,50.9,Egg and/or flesh foods consumption (6-23months),Male,834.0321317,3612680466.14,5894722.0,,51.526,40.324,8.211124323,0.943706279
Sierra Leone,2013,31.1,Egg and/or flesh foods consumption (6-23months),Male,1191.694332,7696661903.44,6714051.0,,56.313,36.473,5.52412878,0.643965907
Sierra Leone,2017,44.5,Egg and/or flesh foods consumption (6-23months),Male,994.5827426,5718813430.74,7379299.0,,58.652,33.568,18.2215094,1.093816897
Sierra Leone,2019,52.6,Egg and/or flesh foods consumption (6-23months),Male,1036.227067,6453832475.36,7731991.0,,60.255,32.549,14.80499909,0.672477268
Sierra Leone,2021,41.5,Egg and/or flesh foods consumption (6-23months),Male,1035.037775,7095115114.1,8094602.0,,60.062,31.36,11.87395888,0.609065851
Sierra Leone,2008,51.0,Egg and/or flesh foods consumption (6-23months),Total,834.0321317,3612680466.14,5894722.0,,51.526,40.324,8.211124323,0.943706279
Sierra Leone,2013,31.9,Egg and/or flesh foods consumption (6-23months),Total,1191.694332,7696661903.44,6714051.0,,56.313,36.473,5.52412878,0.643965907
Sierra Leone,2017,46.1,Egg and/or flesh foods consumption (6-23months),Total,994.5827426,5718813430.74,7379299.0,,58.652,33.568,18.2215094,1.093816897
Sierra Leone,2019,53.4,Egg and/or flesh foods consumption (6-23months),Total,1036.227067,6453832475.36,7731991.0,,60.255,32.549,14.80499909,0.672477268
Sierra Leone,2021,43.5,Egg and/or flesh foods consumption (6-23months),Total,1035.037775,7095115114.1,8094602.0,,60.062,31.36,11.87395888,0.609065851
Somalia,2018,22.0,Egg and/or flesh foods consumption (6-23months),Female,498.9810621,7839349638.5,15452487.0,0.87,56.375,44.992,,
Somalia,2018,22.8,Egg and/or flesh foods consumption (6-23months),Male,498.9810621,7839349638.5,15452487.0,0.87,56.375,44.992,,
Somalia,2018,22.4,Egg and/or flesh foods consumption (6-23months),Total,498.9810621,7839349638.5,15452487.0,0.87,56.375,44.992,,
South Africa,2016,63.1,Egg and/or flesh foods consumption (6-23months),Female,6095.29506,315294109648.65,57259551.0,,64.747,20.25,6.571396422,0.971046765
South Africa,2016,59.2,Egg and/or flesh foods consumption (6-23months),Male,6095.29506,315294109648.65,57259551.0,,64.747,20.25,6.571396422,0.971046765
South Africa,2016,61.1,Egg and/or flesh foods consumption (6-23months),Total,6095.29506,315294109648.65,57259551.0,,64.747,20.25,6.571396422,0.971046765
Sri Lanka,2016,77.4,Egg and/or flesh foods consumption (6-23months),Female,4217.250219,85816595299.74,21209000.0,3.81,75.331,15.496,3.958888466,1.979355333
Sri Lanka,2016,77.6,Egg and/or flesh foods consumption (6-23months),Male,4217.250219,85816595299.74,21209000.0,3.81,75.331,15.496,3.958888466,1.979355333
Sri Lanka,2016,77.5,Egg and/or flesh foods consumption (6-23months),Total,4217.250219,85816595299.74,21209000.0,3.81,75.331,15.496,3.958888466,1.979355333
"Palestinian Territory, Occupied",2014,66.5,Egg and/or flesh foods consumption (6-23months),Female,3227.849345,15472300000.0,4173398.0,,72.622,32.477,1.7329851,
"Palestinian Territory, Occupied",2020,64.9,Egg and/or flesh foods consumption (6-23months),Female,2922.468011,18024400000.0,4803269.0,,74.403,28.8,-0.735332001,
"Palestinian Territory, Occupied",2014,65.9,Egg and/or flesh foods consumption (6-23months),Male,3227.849345,15472300000.0,4173398.0,,72.622,32.477,1.7329851,
"Palestinian Territory, Occupied",2020,66.1,Egg and/or flesh foods consumption (6-23months),Male,2922.468011,18024400000.0,4803269.0,,74.403,28.8,-0.735332001,
"Palestinian Territory, Occupied",2014,66.2,Egg and/or flesh foods consumption (6-23months),Total,3227.849345,15472300000.0,4173398.0,,72.622,32.477,1.7329851,
"Palestinian Territory, Occupied",2020,65.5,Egg and/or flesh foods consumption (6-23months),Total,2922.468011,18024400000.0,4803269.0,,74.403,28.8,-0.735332001,
Sudan,2014,39.2,Egg and/or flesh foods consumption (6-23months),Female,1307.389648,48568747977.53,38823318.0,0.8,64.269,36.349,36.90664279,
Sudan,2014,39.2,Egg and/or flesh foods consumption (6-23months),Male,1307.389648,48568747977.53,38823318.0,0.8,64.269,36.349,36.90664279,
Sudan,2014,39.2,Egg and/or flesh foods consumption (6-23months),Total,1307.389648,48568747977.53,38823318.0,0.8,64.269,36.349,36.90664279,
Suriname,2018,45.9,Egg and/or flesh foods consumption (6-23months),Female,8666.648707,3608698866.57,599513.0,2.88,72.553,18.577,,
Suriname,2018,45.1,Egg and/or flesh foods consumption (6-23months),Male,8666.648707,3608698866.57,599513.0,2.88,72.553,18.577,,
Suriname,2018,45.5,Egg and/or flesh foods consumption (6-23months),Total,8666.648707,3608698866.57,599513.0,2.88,72.553,18.577,,
Tajikistan,2012,45.2,Egg and/or flesh foods consumption (6-23months),Female,849.5190808,9744488621.92,8014084.0,4.79,68.484,31.169,5.83116601,0.999142723
Tajikistan,2017,36.4,Egg and/or flesh foods consumption (6-23months),Female,1042.263918,8637196303.7,9085946.0,4.49,69.905,28.932,,1.037185337
Tajikistan,2012,41.7,Egg and/or flesh foods consumption (6-23months),Male,849.5190808,9744488621.92,8014084.0,4.79,68.484,31.169,5.83116601,0.999142723
Tajikistan,2017,39.0,Egg and/or flesh foods consumption (6-23months),Male,1042.263918,8637196303.7,9085946.0,4.49,69.905,28.932,,1.037185337
Tajikistan,2012,43.4,Egg and/or flesh foods consumption (6-23months),Total,849.5190808,9744488621.92,8014084.0,4.79,68.484,31.169,5.83116601,0.999142723
Tajikistan,2017,37.8,Egg and/or flesh foods consumption (6-23months),Total,1042.263918,8637196303.7,9085946.0,4.49,69.905,28.932,,1.037185337
Thailand,2016,87.0,Egg and/or flesh foods consumption (6-23months),Female,5857.780529,393948949386.68,70859841.0,2.0,78.049,10.26,0.188149704,1.323310858
Thailand,2019,89.2,Egg and/or flesh foods consumption (6-23months),Female,6434.537705,523977887377.21,71522271.0,2.22,78.975,9.377,0.706728601,1.32729814
Thailand,2022,88.6,Egg and/or flesh foods consumption (6-23months),Female,6272.57591,481390360909.72,71735329.0,,79.68,8.806,6.077412284,1.244545775
Thailand,2016,87.4,Egg and/or flesh foods consumption (6-23months),Male,5857.780529,393948949386.68,70859841.0,2.0,78.049,10.26,0.188149704,1.323310858
Thailand,2019,90.7,Egg and/or flesh foods consumption (6-23months),Male,6434.537705,523977887377.21,71522271.0,2.22,78.975,9.377,0.706728601,1.32729814
Thailand,2022,88.1,Egg and/or flesh foods consumption (6-23months),Male,6272.57591,481390360909.72,71735329.0,,79.68,8.806,6.077412284,1.244545775
Thailand,2016,87.3,Egg and/or flesh foods consumption (6-23months),Total,5857.780529,393948949386.68,70859841.0,2.0,78.049,10.26,0.188149704,1.323310858
Thailand,2019,90.0,Egg and/or flesh foods consumption (6-23months),Total,6434.537705,523977887377.21,71522271.0,2.22,78.975,9.377,0.706728601,1.32729814
Thailand,2022,88.3,Egg and/or flesh foods consumption (6-23months),Total,6272.57591,481390360909.72,71735329.0,,79.68,8.806,6.077412284,1.244545775
Timor-Leste,2009,49.4,Egg and/or flesh foods consumption (6-23months),Female,1120.096984,2523605900.0,1058782.0,5.9,64.854,32.315,0.669681186,5.018709589
Timor-Leste,2016,45.8,Egg and/or flesh foods consumption (6-23months),Female,1333.658547,2220458200.0,1228312.0,,67.446,27.018,-1.469842879,1.588331516
Timor-Leste,2020,49.7,Egg and/or flesh foods consumption (6-23months),Female,1947.839971,2368614800.0,1326053.0,,68.475,25.258,0.495499215,1.781690141
Timor-Leste,2009,47.1,Egg and/or flesh foods consumption (6-23months),Male,1120.096984,2523605900.0,1058782.0,5.9,64.854,32.315,0.669681186,5.018709589
Timor-Leste,2016,46.6,Egg and/or flesh foods consumption (6-23months),Male,1333.658547,2220458200.0,1228312.0,,67.446,27.018,-1.469842879,1.588331516
Timor-Leste,2020,49.4,Egg and/or flesh foods consumption (6-23months),Male,1947.839971,2368614800.0,1326053.0,,68.475,25.258,0.495499215,1.781690141
Timor-Leste,2009,48.2,Egg and/or flesh foods consumption (6-23months),Total,1120.096984,2523605900.0,1058782.0,5.9,64.854,32.315,0.669681186,5.018709589
Timor-Leste,2016,46.2,Egg and/or flesh foods consumption (6-23months),Total,1333.658547,2220458200.0,1228312.0,,67.446,27.018,-1.469842879,1.588331516
Timor-Leste,2020,49.5,Egg and/or flesh foods consumption (6-23months),Total,1947.839971,2368614800.0,1326053.0,,68.475,25.258,0.495499215,1.781690141
Togo,2014,57.0,Egg and/or flesh foods consumption (6-23months),Female,730.2915254,6439476563.92,7472450.0,0.63,58.853,34.827,0.190875076,1.818288863
Togo,2017,60.2,Egg and/or flesh foods consumption (6-23months),Female,774.2769091,6392420306.83,8057140.0,0.65,60.154,33.656,-0.981889869,1.874542288
Togo,2014,57.6,Egg and/or flesh foods consumption (6-23months),Male,730.2915254,6439476563.92,7472450.0,0.63,58.853,34.827,0.190875076,1.818288863
Togo,2017,61.3,Egg and/or flesh foods consumption (6-23months),Male,774.2769091,6392420306.83,8057140.0,0.65,60.154,33.656,-0.981889869,1.874542288
Togo,2014,57.3,Egg and/or flesh foods consumption (6-23months),Total,730.2915254,6439476563.92,7472450.0,0.63,58.853,34.827,0.190875076,1.818288863
Togo,2017,60.7,Egg and/or flesh foods consumption (6-23months),Total,774.2769091,6392420306.83,8057140.0,0.65,60.154,33.656,-0.981889869,1.874542288
Tonga,2019,73.9,Egg and/or flesh foods consumption (6-23months),Female,4576.850819,526879021.15,105669.0,,70.871,23.424,1.179543348,
Tonga,2019,78.0,Egg and/or flesh foods consumption (6-23months),Male,4576.850819,526879021.15,105669.0,,70.871,23.424,1.179543348,
Tonga,2019,75.8,Egg and/or flesh foods consumption (6-23months),Total,4576.850819,526879021.15,105669.0,,70.871,23.424,1.179543348,
Tunisia,2018,75.6,Egg and/or flesh foods consumption (6-23months),Female,4128.103938,41650260477.76,11765514.0,1.79,75.95,17.737,7.30759176,1.97644872
Tunisia,2018,78.4,Egg and/or flesh foods consumption (6-23months),Male,4128.103938,41650260477.76,11765514.0,1.79,75.95,17.737,7.30759176,1.97644872
Tunisia,2018,77.1,Egg and/or flesh foods consumption (6-23months),Total,4128.103938,41650260477.76,11765514.0,1.79,75.95,17.737,7.30759176,1.97644872
Turkmenistan,2015,84.5,Egg and/or flesh foods consumption (6-23months),Female,5759.497904,33705628571.43,6215770.0,4.25,68.782,26.071,,
Turkmenistan,2019,67.3,Egg and/or flesh foods consumption (6-23months),Female,6718.166081,44588356857.14,6803944.0,4.13,69.002,23.055,,
Turkmenistan,2015,82.4,Egg and/or flesh foods consumption (6-23months),Male,5759.497904,33705628571.43,6215770.0,4.25,68.782,26.071,,
Turkmenistan,2019,67.6,Egg and/or flesh foods consumption (6-23months),Male,6718.166081,44588356857.14,6803944.0,4.13,69.002,23.055,,
Turkmenistan,2015,83.4,Egg and/or flesh foods consumption (6-23months),Total,5759.497904,33705628571.43,6215770.0,4.25,68.782,26.071,,
Turkmenistan,2019,67.5,Egg and/or flesh foods consumption (6-23months),Total,6718.166081,44588356857.14,6803944.0,4.13,69.002,23.055,,
Turks and Caicos Islands,2020,59.1,Egg and/or flesh foods consumption (6-23months),Female,18073.28522,774953669.32,44386.0,,75.001,12.685,,
Turks and Caicos Islands,2020,83.3,Egg and/or flesh foods consumption (6-23months),Male,18073.28522,774953669.32,44386.0,,75.001,12.685,,
Turks and Caicos Islands,2020,68.3,Egg and/or flesh foods consumption (6-23months),Total,18073.28522,774953669.32,44386.0,,75.001,12.685,,
Tuvalu,2019,78.7,Egg and/or flesh foods consumption (6-23months),Female,4345.996065,72178098.54,10581.0,,64.278,23.619,,
Tuvalu,2019,80.9,Egg and/or flesh foods consumption (6-23months),Male,4345.996065,72178098.54,10581.0,,64.278,23.619,,
